slot,core_id,band,plus,minus,plane
1734,1476,23,3010,2966,yes
1735,1477,23,1484,1610,yes
1736,1478,22,1577,1485,yes
1737,1479,23,1617,1579,yes
1738,434,28,6347,6195,yes
1739,349,36,18882,18859,yes
1740,1480,23,1667,1508,yes
1741,1481,16,20,31,yes
1742,1482,22,733,744,yes
1743,1483,39,22362,22091,yes
1744,1484,22,734,748,yes
1745,1070,25,1537,1532,yes
1746,1485,21,384,419,yes
1747,1486,21,756,785,yes
1748,809,26,6113,5954,yes
1749,1487,23,5003,3074,yes
1750,1488,20,1196,215,yes
1751,1489,21,743,765,yes
1752,1314,26,3082,3062,yes
1753,1490,21,206,182,yes
1754,1093,26,3014,3096,yes
1755,1491,22,1470,1604,yes
1756,1492,21,816,745,yes
1757,897,26,6088,6096,yes
1758,929,26,6119,6054,yes
1759,1493,25,6050,6097,yes
1760,1494,25,12322,12313,yes
1761,1495,36,26265,26186,yes
1762,1496,24,1533,1524,yes
1763,1497,20,379,377,yes
1764,1498,23,3071,3053,yes
1765,385,37,24979,24803,yes
1766,1203,26,1510,1523,yes
1767,1499,20,360,368,yes
1768,1500,17,52,57,yes
1769,1501,22,1484,1548,yes
1770,1188,25,3054,3047,yes
1771,430,26,3096,3247,yes
1772,1502,20,376,408,yes
1773,1503,25,6079,5978,yes
1774,1504,21,430,371,yes
1775,1505,23,1621,1573,yes
1776,1506,23,764,751,yes
1777,1383,23,355,390,yes
1778,1507,23,1540,1531,yes
1779,1508,20,373,380,yes
1780,1172,27,6068,6151,yes
1781,1509,22,1554,1501,yes
1782,1510,24,6233,6062,yes
1783,1511,22,1457,1537,yes
1784,1512,18,86,93,yes
1785,1513,24,3054,3128,yes
1786,1206,24,1486,1532,yes
1787,1514,23,3026,3102,yes
1788,1515,22,1456,1543,yes
1789,1516,19,190,157,yes
1790,1012,24,1592,1501,yes
1791,1173,24,3066,3094,yes
1792,1265,26,3088,2915,yes
1793,1490,22,1477,1525,yes
1794,1517,23,3176,2965,yes
1795,1518,20,365,377,yes
1796,1519,22,768,745,yes
1797,1520,23,1542,1526,yes
1798,1521,38,17906,18054,yes
1799,1522,20,384,399,yes
1800,1523,23,3009,3110,yes
1801,634,36,60804,60975,yes
1802,1524,24,3086,3066,yes
1803,1525,22,1563,1568,yes
1804,1396,23,706,750,yes
1805,793,25,1529,1541,yes
1806,1526,24,6007,6040,yes
1807,1527,22,1487,1487,yes
1808,1528,19,194,196,yes
1809,1529,21,202,193,yes
1810,1530,21,773,710,yes
1811,1531,17,48,65,yes
1812,1532,36,29588,29391,yes
1813,1533,22,776,744,yes
1814,759,24,1516,1586,yes
1815,1534,20,405,415,yes
1816,933,25,757,772,yes
1817,1535,19,189,179,yes
1818,1536,22,683,793,yes
1819,1537,23,1541,1499,yes
1820,1538,25,6488,6256,yes
1821,278,37,1097,1089,yes
1822,1539,36,1097,1073,yes
1823,1540,36,6449,6457,yes
1824,1541,24,1564,1524,yes
1825,1542,21,779,787,yes
1826,1543,22,1528,1520,yes
1827,1544,19,197,174,yes
1828,1545,21,704,783,yes
1829,1546,36,7826,7783,yes
1830,1547,36,2807,2885,yes
1831,1548,19,187,188,yes
1832,1549,22,712,727,yes
1833,1550,23,3036,3130,yes
1834,1551,39,1594,1617,yes
1835,1176,22,347,355,yes
1836,878,27,3333,3018,yes
1837,1552,23,1483,1502,yes
1838,58,36,2314,2331,yes
1839,1553,22,1523,1504,yes
1840,1554,20,408,404,yes
1841,1555,25,12185,12375,yes
1842,1556,36,10273,10222,yes
1843,1557,36,1560,1574,yes
1844,1558,20,379,373,yes
1845,1526,23,810,814,yes
1846,206,26,732,1035,yes
1847,1141,26,1542,1592,yes
1848,1559,20,365,385,yes
1849,1560,20,382,388,yes
1850,943,26,766,807,yes
1851,1561,23,3074,3103,yes
1852,1562,19,61,45,yes
1853,1563,18,102,106,yes
1854,1564,22,1560,1614,yes
1855,1266,24,1567,1544,yes
1856,1565,23,1542,1492,yes
1857,1566,22,1556,1469,yes
1858,1567,21,706,773,yes
1859,865,25,1502,1583,yes
1860,1568,24,6091,6121,yes
1861,1569,26,6304,6391,yes
1862,1570,22,1461,1511,yes
1863,1571,25,3030,3033,yes
1864,1572,23,3093,3028,yes
1865,1529,22,1519,1580,yes
1866,1325,25,3055,3007,yes
1867,1573,23,1455,1519,yes
1868,1574,21,759,769,yes
1869,1575,25,6169,6213,yes
1870,1177,25,3129,3071,yes
1871,1576,21,738,742,yes
1872,1577,11,2,3,yes
1873,1559,18,6,14,yes
1874,1578,22,1543,1474,yes
1875,1579,24,3051,3221,yes
1876,1285,24,784,728,yes
1877,1580,15,11,22,yes
1878,1581,23,1549,1454,yes
1879,1582,22,1550,1635,yes
1880,1583,20,398,405,yes
1881,1584,23,3088,3073,yes
1882,1077,26,1485,1451,yes
1883,186,36,11378,11163,yes
1884,1242,24,801,742,yes
1885,1585,22,1618,1565,yes
1886,1586,22,1504,1520,yes
1887,1587,23,3142,3449,yes
1888,1588,24,6041,6095,yes
1889,1589,22,1585,1508,yes
1890,1590,24,1556,1524,yes
1891,1591,20,192,210,yes
1892,1592,20,383,366,yes
1893,1593,22,1537,1559,yes
1894,1594,22,1492,1520,yes
1895,1595,37,6277,6165,yes
1896,1596,22,1564,1523,yes
1897,958,25,3123,3040,yes
1898,1597,22,1503,1566,yes
1899,1598,22,1567,1582,yes
1900,1599,37,10648,10839,yes
1901,1600,23,1429,1515,yes
1902,1601,37,15874,16048,yes
1903,1602,21,774,746,yes
1904,1603,19,226,181,yes
1905,988,25,3140,3003,yes
1906,1604,21,779,779,yes
1907,1605,21,820,769,yes
1908,1606,22,1503,1526,yes
1909,1607,24,6191,6238,yes
1910,1608,24,3114,3147,yes
1911,1609,24,3130,3079,yes
1912,1610,21,377,351,yes
1913,1611,20,400,369,yes
1914,1612,23,2969,3017,yes
1915,1613,22,1540,1575,yes
1916,1614,20,370,409,yes
1917,1615,21,791,790,yes
1918,1616,24,1512,1508,yes
1919,1617,15,5,11,yes
1920,1618,22,1569,1535,yes
1921,1619,24,3119,3043,yes
1922,1620,23,3085,3006,yes
1923,1621,24,2917,3120,yes
1924,1622,19,219,215,yes
1925,1183,22,372,394,yes
1926,533,36,33241,33358,yes
1927,1623,25,3004,3061,yes
1928,1166,21,187,182,yes
1929,1624,23,1540,1560,yes
1930,1137,24,1512,1517,yes
1931,1625,21,391,388,yes
1932,352,37,819,750,yes
1933,1626,36,9485,9223,yes
1934,400,37,8917,8801,yes
1935,1627,17,40,68,yes
1936,1628,21,772,806,yes
1937,1629,25,3044,3019,yes
1938,1026,25,3129,3266,yes
1939,1630,25,6183,6336,yes
1940,1631,23,3047,3150,yes
1941,1632,21,407,362,yes
1942,1633,22,1546,1560,yes
1943,1405,23,189,206,yes
1944,1634,23,1579,1583,yes
1945,119,28,554,532,yes
1946,1635,22,185,195,yes
1947,1636,21,750,744,yes
1948,1462,25,1485,1464,yes
1949,1637,22,786,716,yes
1950,1638,23,3034,3175,yes
1951,1639,22,1534,1501,yes
1952,1640,21,790,750,yes
1953,1641,19,93,106,yes
1954,1642,22,1605,1616,yes
1955,1643,20,200,161,yes
1956,1644,23,3045,2996,yes
1957,1645,22,1561,1550,yes
1958,1646,21,805,763,yes
1959,1647,23,3005,3070,yes
1960,1648,23,1598,1542,yes
1961,648,25,415,414,yes
1962,1649,22,742,767,yes
1963,2,39,2715,2756,yes
1964,1650,22,1536,1579,yes
1965,638,30,2325,2166,yes
1966,1651,21,778,807,yes
1967,1652,22,1507,1530,yes
1968,1653,21,824,763,yes
1969,1654,21,745,852,yes
1970,1655,37,7445,7425,yes
1971,1656,18,90,91,yes
1972,1657,18,103,115,yes
1973,1658,23,3051,2997,yes
1974,1565,22,103,104,yes
1975,1659,23,738,748,yes
1976,1660,19,188,203,yes
1977,1493,24,753,725,yes
1978,1661,18,104,75,yes
1979,1662,22,709,795,yes
1980,1663,20,374,381,yes
1981,1664,21,729,823,yes
1982,1157,25,779,738,yes
1983,1665,23,1520,1553,yes
1984,1666,20,211,188,yes
1985,1667,21,427,401,yes
1986,1668,22,1591,1586,yes
1987,1669,17,49,46,yes
1988,1670,17,58,53,yes
1989,1671,20,397,352,yes
1990,1523,22,370,376,yes
1991,1264,21,197,198,yes
1992,1672,19,26,27,yes
1993,1673,20,399,388,yes
1994,1674,37,1773,1715,yes
1995,1675,36,1455,1353,yes
1996,187,36,7164,7124,yes
1997,1676,21,798,765,yes
1998,1677,17,61,49,yes
1999,1587,22,379,390,yes
2000,1678,18,119,84,yes
2001,1679,20,209,212,yes
2002,1680,23,1549,1491,yes
2003,1681,21,379,386,yes
2004,1682,20,416,363,yes
2005,1683,22,732,723,yes
2006,1074,23,370,374,yes
2007,1684,23,3401,3079,yes
2008,1685,19,172,205,yes
2009,1686,22,431,359,yes
2010,1687,36,4368,4341,yes
2011,1688,36,13626,13783,yes
2012,1689,22,783,737,yes
2013,1690,38,8019,8122,yes
2014,1691,21,381,368,yes
2015,1584,22,365,402,yes
2016,1692,23,1544,1544,yes
2017,1154,24,1464,1444,yes
2018,1356,23,755,749,yes
2019,1596,21,110,112,yes
2020,1145,22,186,186,yes
2021,1404,23,41,41,yes
2022,1568,23,794,802,yes
2023,1693,36,12455,12292,yes
2024,1694,25,3095,3104,yes
2025,1433,25,1589,1563,yes
2026,1695,21,780,735,yes
2027,1696,21,373,402,yes
2028,1697,20,103,105,yes
2029,1698,20,175,201,yes
2030,1699,22,802,763,yes
2031,1700,21,747,801,yes
2032,1701,20,368,383,yes
2033,1702,24,3090,3125,yes
2034,1703,21,348,418,yes
2035,1704,21,727,765,yes
2036,1705,21,196,191,yes
2037,1706,21,783,755,yes
2038,1707,23,3162,3054,yes
2039,1708,21,770,756,yes
2040,1709,22,1509,1534,yes
2041,1710,19,42,46,yes
2042,1440,22,205,197,yes
2043,1711,21,362,394,yes
2044,1255,23,794,761,yes
2045,1712,20,188,179,yes
2046,1713,22,1572,1524,yes
2047,1635,23,1516,1577,yes
2048,1404,24,430,404,yes
2049,1714,15,12,9,yes
2050,1715,23,1531,1533,yes
2051,1694,24,372,409,yes
2052,1716,22,1547,1571,yes
2053,1565,21,10,11,yes
2054,1717,21,768,741,yes
2055,1718,22,1372,1530,yes
2056,1719,24,1580,1510,yes
2057,1720,22,1588,1685,yes
2058,1721,21,809,730,yes
2059,1722,20,358,354,yes
2060,1723,19,208,187,yes
2061,1724,23,3210,3075,yes
2062,1447,23,212,152,yes
2063,1182,25,805,753,yes
2064,1725,18,85,88,yes
2065,1726,21,805,719,yes
2066,738,27,764,716,yes
2067,1727,20,363,384,yes
2068,1728,22,1482,1567,yes
2069,1729,37,4440,4620,yes
2070,1730,22,1559,1549,yes
2071,1731,16,17,29,yes
2072,1732,20,367,380,yes
2073,1524,23,363,391,yes
2074,1733,21,745,811,yes
2075,359,38,5678,5860,yes
2076,1734,21,376,369,yes
2077,1735,21,388,398,yes
2078,1736,21,769,815,yes
2079,1737,19,174,178,yes
2080,1738,20,367,365,yes
2081,1739,19,187,208,yes
2082,1740,20,413,382,yes
2083,1741,21,767,743,yes
2084,1742,17,53,151,yes
2085,1463,21,217,199,yes
2086,1743,20,447,373,yes
2087,1744,15,13,19,yes
2088,1745,21,401,441,yes
2089,1746,21,762,790,yes
2090,1747,20,382,383,yes
2091,1748,20,406,359,yes
2092,1749,21,805,710,yes
2093,1750,19,186,193,yes
2094,780,24,394,362,yes
2095,1751,18,65,99,yes
2096,1752,20,440,381,yes
2097,1477,22,196,183,yes
2098,521,25,1603,1603,yes
2099,1672,20,183,169,yes
2100,1753,19,187,178,yes
2101,790,26,155,143,yes
2102,1594,21,224,203,yes
2103,1754,22,803,776,yes
2104,1755,22,752,745,yes
2105,1756,20,368,353,yes
2106,1757,22,777,712,yes
2107,1228,25,1518,1555,yes
2108,1758,20,385,393,yes
2109,1759,21,389,378,yes
2110,1760,21,350,359,yes
2111,1761,19,105,87,yes
2112,1762,42,3481,3548,yes
2113,1093,25,371,395,yes
2114,1763,20,407,387,yes
2115,963,24,358,360,yes
2116,1764,21,698,753,yes
2117,1765,20,382,379,yes
2118,1766,22,760,765,yes
2119,1767,22,1500,1553,yes
2120,1768,18,101,111,yes
2121,1769,18,88,95,yes
2122,1770,23,1555,1585,yes
2123,1771,21,719,725,yes
2124,1772,21,186,201,yes
2125,1773,36,4088,4021,yes
2126,1774,21,376,362,yes
2127,1775,22,346,367,yes
2128,1776,21,722,738,yes
2129,1777,20,404,422,yes
2130,1778,36,2146,2049,yes
2131,1779,22,1594,1495,yes
2132,1780,18,89,90,yes
2133,1030,24,187,181,yes
2134,1781,21,757,834,yes
2135,1269,23,346,405,yes
2136,1782,17,46,40,yes
2137,1783,18,89,102,yes
2138,1784,20,200,206,yes
2139,1785,21,111,105,yes
2140,1786,19,157,198,yes
2141,1787,19,175,179,yes
2142,702,26,1495,1466,yes
2143,1788,20,394,408,yes
2144,1789,16,21,25,yes
2145,1790,19,98,89,yes
2146,1791,21,782,770,yes
2147,1792,18,105,102,yes
2148,1793,18,94,93,yes
2149,1794,17,25,22,yes
2150,1795,21,376,387,yes
2151,1796,38,1873,1882,yes
2152,1797,20,397,409,yes
2153,1798,17,43,62,yes
2154,1799,21,376,408,yes
2155,1800,20,87,119,yes
2156,1801,17,38,61,yes
2157,1802,22,1535,1569,yes
2158,1198,23,806,770,yes
2159,1785,22,1521,1572,yes
2160,1803,20,222,181,yes
2161,1635,20,3,7,yes
2162,1707,22,197,186,yes
2163,1804,21,102,90,yes
2164,766,27,1613,1536,yes
2165,1805,21,780,776,yes
2166,1806,19,190,226,yes
2167,1392,19,48,34,yes
2168,1807,23,1540,1533,yes
2169,1808,21,409,370,yes
2170,1809,14,6,10,yes
2171,1810,22,786,767,yes
2172,1811,20,385,398,yes
2173,1812,19,94,85,yes
2174,1813,20,193,197,yes
2175,1814,21,395,389,yes
2176,1815,20,347,406,yes
2177,1816,21,755,762,yes
2178,1817,21,749,796,yes
2179,1697,21,786,743,yes
2180,1422,23,807,809,yes
2181,1818,19,198,204,yes
2182,1819,14,5,6,yes
2183,1820,19,170,221,yes
2184,1821,19,215,177,yes
2185,312,37,3803,3944,yes
2186,1468,23,392,382,yes
2187,1822,17,18,17,yes
2188,1823,18,80,115,yes
2189,1824,19,102,78,yes
2190,1825,15,10,10,yes
2191,1826,16,25,20,yes
2192,1827,11,2,4,yes
2193,1828,23,780,721,yes
2194,1829,20,205,213,yes
2195,1830,11,2,2,yes
2196,1831,19,202,167,yes
2197,1573,22,198,191,yes
2198,1514,22,408,392,yes
2199,1832,18,36,19,yes
2200,1833,20,387,346,yes
2201,628,27,273,264,yes
2202,1834,16,15,13,yes
2203,1835,20,201,182,yes
2204,1836,21,387,399,yes
2205,1837,21,758,817,yes
2206,1838,20,408,394,yes
2207,1839,22,772,797,yes
2208,1749,20,88,70,yes
2209,216,36,1307,1252,yes
2210,1840,19,346,162,yes
2211,1804,22,756,854,yes
2212,1841,21,358,360,yes
2213,1842,19,186,208,yes
2214,1843,19,80,80,yes
2215,1708,20,105,111,yes
2216,1844,19,191,181,yes
2217,1845,20,385,378,yes
2218,1846,20,170,198,yes
2219,1847,16,30,31,yes
2220,1822,18,85,96,yes
2221,1848,20,365,402,yes
2222,1376,23,396,362,yes
2223,1849,19,189,187,yes
2224,1850,22,824,772,yes
2225,1010,23,789,717,yes
2226,1851,18,94,89,yes
2227,1852,17,19,24,yes
2228,1327,24,772,772,yes
2229,1853,19,167,196,yes
2230,1854,16,31,15,yes
2231,1855,18,106,100,yes
2232,1856,23,752,756,yes
2233,1857,37,2919,2878,yes
2234,1858,19,93,91,yes
2235,1859,37,3350,3379,yes
2236,1860,17,44,66,yes
2237,1861,11,1,3,yes
2238,1862,20,414,408,yes
2239,1863,19,113,91,yes
2240,1864,21,766,793,yes
2241,1865,22,810,731,yes
2242,1866,21,182,204,yes
2243,1867,19,169,208,yes
2244,1868,18,122,104,yes
2245,1869,36,2640,2612,yes
2246,1473,20,44,55,yes
2247,1870,19,221,176,yes
2248,1767,21,223,185,yes
2249,1871,18,97,83,yes
2250,1872,17,45,42,yes
2251,1873,22,762,767,yes
2252,1874,19,219,172,yes
2253,1875,18,51,40,yes
2254,1876,16,17,14,yes
2255,1877,20,388,376,yes
2256,1878,20,405,368,yes
2257,1879,16,20,38,yes
2258,1880,22,724,756,yes
2259,1881,19,224,232,yes
2260,1882,22,393,335,yes
2261,1883,20,201,209,yes
2262,1884,16,12,21,yes
2263,1885,17,40,36,yes
2264,1886,21,769,777,yes
2265,1887,20,379,375,yes
2266,1888,19,195,222,yes
2267,1889,17,46,51,yes
2268,1890,21,738,776,yes
2269,1891,20,192,206,yes
2270,1892,19,91,107,yes
2271,1893,20,377,408,yes
2272,1894,17,45,54,yes
2273,1895,19,199,205,yes
2274,1896,19,96,92,yes
2275,1897,20,196,213,yes
2276,1898,19,193,165,yes
2277,1899,15,16,9,yes
2278,1900,20,195,206,yes
2279,1448,22,192,182,yes
2280,1901,19,41,37,yes
2281,1902,21,784,751,yes
2282,1903,18,109,85,yes
2283,1904,17,52,43,yes
2284,1905,19,192,159,yes
2285,1906,20,198,187,yes
2286,1907,21,376,375,yes
2287,1908,21,757,729,yes
2288,785,21,2,6,yes
2289,1909,14,4,8,yes
2290,1008,24,786,732,yes
2291,1910,18,50,42,yes
2292,1911,19,180,201,yes
2293,1358,22,415,383,yes
2294,1912,20,343,397,yes
2295,1913,17,43,47,yes
2296,1914,19,49,51,yes
2297,1709,21,323,194,yes
2298,1915,20,395,377,yes
2299,1916,19,176,211,yes
2300,1917,16,15,28,yes
2301,1918,20,378,373,yes
2302,1919,16,16,9,yes
2303,1920,19,189,199,yes
2304,1921,21,378,353,yes
2305,1922,18,101,90,yes
2306,1409,23,757,692,yes
2307,1923,21,759,801,yes
2308,1924,38,769,684,yes
2309,1925,17,51,41,yes
2310,1926,18,94,90,yes
2311,1927,17,27,14,yes
2312,1928,20,205,200,yes
2313,1929,19,211,193,yes
2314,1930,19,98,100,yes
2315,878,26,408,406,yes
2316,1931,20,387,406,yes
2317,1932,17,48,51,yes
2318,1933,20,361,360,yes
2319,1934,14,7,7,yes
2320,1935,19,192,203,yes
2321,1326,20,99,90,yes
2322,1936,37,998,859,yes
2323,1937,22,363,408,yes
2324,1938,18,101,93,yes
2325,1939,17,44,56,yes
2326,1940,20,363,418,yes
2327,1941,20,357,394,yes
2328,1942,19,199,235,yes
2329,1943,19,205,201,yes
2330,1944,18,97,88,yes
2331,1945,13,3,6,yes
2332,1946,16,23,27,yes
2333,1533,21,95,93,yes
2334,1947,19,193,188,yes
2335,1948,19,190,177,yes
2336,1949,18,92,100,yes
2337,1950,21,810,791,yes
2338,1951,19,87,108,yes
2339,1952,16,6,9,yes
2340,1953,10,2,0,no
2341,1954,19,184,182,yes
2342,1955,18,43,39,yes
2343,1956,18,94,87,yes
2344,929,25,808,811,yes
2345,1957,17,44,60,yes
2346,1958,16,28,30,yes
2347,1959,18,53,44,yes
2348,1960,17,49,63,yes
2349,1961,20,216,184,yes
2350,1962,18,57,38,yes
2351,1080,21,49,28,yes
2352,1740,19,62,45,yes
2353,1963,19,196,212,yes
2354,1964,19,179,202,yes
2355,1965,16,32,30,yes
2356,1458,22,190,176,yes
2357,1966,20,215,192,yes
2358,1967,20,186,172,yes
2359,1968,17,26,24,yes
2360,1952,17,50,48,yes
2361,1865,21,98,93,yes
2362,1969,18,77,107,yes
2363,1970,19,57,37,yes
2364,1971,36,3733,3741,yes
2365,1972,18,59,47,yes
2366,1973,16,22,36,yes
2367,1974,18,105,71,yes
2368,1975,18,85,88,yes
2369,1976,18,88,121,yes
2370,1977,17,53,54,yes
2371,1978,14,8,7,yes
2372,1979,20,404,406,yes
2373,1511,21,166,189,yes
2374,1980,15,16,12,yes
2375,1484,21,45,51,yes
2376,1981,18,104,101,yes
2377,1853,18,30,32,yes
2378,1982,14,11,7,yes
2379,1983,15,18,17,yes
2380,1918,19,51,42,yes
2381,1984,21,364,363,yes
2382,1985,18,56,50,yes
2383,1986,38,3111,3175,yes
2384,1611,19,38,50,yes
2385,1987,17,56,51,yes
2386,1988,14,8,7,yes
2387,1989,20,105,84,yes
2388,1990,19,193,204,yes
2389,1229,21,100,81,yes
2390,1991,16,35,17,yes
2391,1992,19,210,193,yes
2392,1537,22,111,95,yes
2393,1993,19,104,85,yes
2394,1994,19,85,124,yes
2395,1995,19,163,207,yes
2396,1996,16,15,24,yes
2397,1997,14,7,7,yes
2398,1998,18,58,48,yes
2399,1999,21,387,372,yes
2400,1278,20,96,92,yes
2401,2000,18,89,97,yes
2402,2001,15,8,12,yes
2403,2002,18,60,69,yes
2404,2003,17,22,21,yes
2405,2004,17,24,24,yes
2406,2005,15,20,16,yes
2407,2006,16,18,30,yes
2408,2007,21,759,762,yes
2409,2008,18,23,29,yes
2410,2009,18,33,52,yes
2411,2010,15,10,16,yes
2412,2011,17,27,22,yes
2413,2012,19,207,187,yes
2414,2013,18,83,96,yes
2415,2014,17,26,22,yes
2416,2015,16,18,21,yes
2417,2016,20,396,340,yes
2418,2017,20,169,196,yes
2419,2018,20,179,173,yes
2420,1469,21,84,80,yes
2421,1764,20,96,112,yes
2422,2019,21,172,191,yes
2423,2020,20,179,196,yes
2424,2021,19,91,81,yes
2425,2022,37,601,579,yes
2426,2023,19,185,198,yes
2427,2024,17,37,36,yes
2428,2025,18,108,93,yes
2429,2026,15,15,8,yes
2430,2027,19,164,195,yes
2431,2028,17,32,18,yes
2432,2029,20,88,100,yes
2433,2030,15,4,5,yes
2434,2031,16,14,27,yes
2435,2032,19,9,19,yes
2436,2033,15,5,4,yes
2437,1841,20,31,22,yes
2438,2034,19,189,225,yes
2439,2035,20,88,92,yes
2440,107,36,3195,3248,yes
2441,2036,16,23,25,yes
2442,1157,24,101,84,yes
2443,2037,18,99,91,yes
2444,2038,36,1453,1524,yes
2445,2039,16,13,9,yes
2446,2024,16,13,4,yes
2447,2040,18,109,110,yes
2448,2041,18,77,107,yes
2449,2042,16,29,24,yes
2450,2043,19,180,192,yes
2451,2044,18,48,47,yes
2452,1462,24,214,219,yes
2453,1553,21,189,163,yes
2454,2045,15,6,10,yes
2455,2046,17,4,19,yes
2456,2047,37,1072,963,yes
2457,2048,17,42,64,yes
2458,2049,19,90,96,yes
2459,2050,19,89,93,yes
2460,2051,15,9,10,yes
2461,2052,19,216,184,yes
2462,1154,23,96,106,yes
2463,2053,12,2,1,yes
2464,2054,18,90,90,yes
2465,2055,16,30,31,yes
2466,2056,20,196,168,yes
2467,2057,17,25,39,yes
2468,2058,18,94,105,yes
2469,2059,18,43,43,yes
2470,2060,19,103,91,yes
2471,2061,19,105,81,yes
2472,2062,18,90,77,yes
2473,2063,16,16,11,yes
2474,1795,20,49,65,yes
2475,2064,18,90,117,yes
2476,2065,21,239,205,yes
2477,1990,18,29,40,yes
2478,2066,18,92,84,yes
2479,1496,23,199,174,yes
2480,2067,18,100,93,yes
2481,1659,22,114,89,yes
2482,2068,17,49,49,yes
2483,1358,21,22,18,yes
2484,1204,20,47,50,yes
2485,1559,19,49,50,yes
2486,2069,19,89,84,yes
2487,943,25,64,62,yes
2488,2070,15,18,16,yes
2489,2071,18,45,38,yes
2490,2072,19,99,99,yes
2491,2073,19,109,104,yes
2492,2074,17,44,48,yes
2493,2075,19,169,168,yes
2494,1549,21,84,102,yes
2495,2076,17,40,47,yes
2496,2077,15,15,17,yes
2497,2078,15,16,7,yes
2498,2048,16,15,5,yes
2499,2032,20,102,77,yes
2500,2079,18,56,91,yes
2501,2080,16,31,35,yes
2502,2081,16,18,10,yes
2503,2082,20,195,169,yes
2504,2083,16,26,17,yes
2505,2084,16,20,23,yes
2506,2085,15,14,13,yes
2507,2086,18,97,108,yes
2508,2087,17,27,27,yes
2509,2088,18,43,42,yes
2510,2089,38,4062,4209,yes
2511,2090,16,9,10,yes
2512,2091,20,188,161,yes
2513,2092,13,4,5,yes
2514,2093,19,174,193,yes
2515,2094,18,101,109,yes
2516,2095,16,16,15,yes
2517,2096,15,11,15,yes
2518,2097,13,3,3,yes
2519,2046,18,84,91,yes
2520,2098,16,8,5,yes
2521,2099,17,48,51,yes
2522,2100,18,95,99,yes
2523,1840,18,14,28,yes
2524,2101,20,200,205,yes
2525,2102,18,107,92,yes
2526,1640,20,91,89,yes
2527,1793,17,12,10,yes
2528,2103,17,41,57,yes
2529,2104,15,12,16,yes
2530,1203,25,345,185,yes
2531,2105,14,4,2,yes
2532,2106,18,53,51,yes
2533,2107,18,44,60,yes
2534,2108,13,6,1,yes
2535,2109,18,71,87,yes
2536,2110,17,50,59,yes
2537,2111,41,1292,1263,yes
2538,2112,16,5,8,yes
2539,2113,16,35,25,yes
2540,2114,17,29,24,yes
2541,2115,18,101,102,yes
2542,1534,19,54,62,yes
2543,1647,22,366,427,yes
2544,2116,17,51,40,yes
2545,2117,16,17,12,yes
2546,2118,14,5,4,yes
2547,2119,18,65,45,yes
2548,2120,16,18,17,yes
2549,2121,17,42,41,yes
2550,2122,19,89,104,yes
2551,2123,17,38,40,yes
2552,2124,17,1,4,yes
2553,2090,15,0,7,no
2554,2125,16,2,1,yes
2555,2126,13,0,2,no
2556,2127,17,53,56,yes
2557,2128,17,58,45,yes
2558,1614,19,38,43,yes
2559,2129,14,7,4,yes
2560,2130,18,100,89,yes
2561,2131,36,2956,2929,yes
2562,2132,19,84,95,yes
2563,2133,38,944,848,yes
2564,2019,20,26,22,yes
2565,2134,17,55,42,yes
2566,2135,11,3,1,yes
2567,2136,18,86,108,yes
2568,2137,19,92,98,yes
2569,1940,19,47,52,yes
2570,2138,18,42,87,yes
2571,2139,36,3424,3421,yes
2572,2140,19,216,184,yes
2573,2141,15,17,14,yes
2574,2142,16,28,24,yes
2575,2143,13,2,2,yes
2576,2144,16,6,13,yes
2577,2145,17,74,35,yes
2578,1285,23,85,91,yes
2579,2146,14,5,8,yes
2580,2147,17,20,24,yes
2581,2148,17,39,57,yes
2582,2149,16,29,20,yes
2583,2150,19,95,110,yes
2584,1915,19,63,49,yes
2585,2151,36,1840,1870,yes
2586,2152,17,48,58,yes
2587,2153,18,99,91,yes
2588,2154,17,16,8,yes
2589,2155,19,168,178,yes
2590,2156,15,5,8,yes
2591,1902,20,84,96,yes
2592,2157,20,182,207,yes
2593,2158,16,25,28,yes
2594,2159,19,105,91,yes
2595,2160,18,42,42,yes
2596,2161,18,46,64,yes
2597,2162,36,2026,2108,yes
2598,2163,37,249,82,yes
2599,2164,36,634,544,yes
2600,2165,19,174,176,yes
2601,1968,16,10,4,yes
2602,2166,12,3,0,no
2603,2167,16,16,24,yes
2604,2168,17,47,52,yes
2605,2169,16,21,28,yes
2606,2170,15,10,17,yes
2607,1732,19,47,43,yes
2608,2171,37,1384,1315,yes
2609,2172,14,7,6,yes
2610,1864,20,102,107,yes
2611,1405,22,24,27,yes
2612,1622,18,30,25,yes
2613,2173,18,51,57,yes
2614,2174,17,22,15,yes
2615,2175,13,6,7,yes
2616,2176,16,18,21,yes
2617,2177,14,8,5,yes
2618,2124,18,20,23,yes
2619,1456,21,34,48,yes
2620,2178,18,89,106,yes
2621,2179,17,40,47,yes
2622,2180,18,145,105,yes
2623,1558,19,22,23,yes
2624,2181,17,25,23,yes
2625,2074,16,4,9,yes
2626,2182,14,6,10,yes
2627,2183,18,80,97,yes
2628,1568,22,50,42,yes
2629,2184,15,7,6,yes
2630,1881,18,32,27,yes
2631,2185,17,40,45,yes
2632,1734,20,55,55,yes
2633,1781,20,49,58,yes
2634,2186,20,186,170,yes
2635,2187,18,56,55,yes
2636,2188,16,10,5,yes
2637,2189,17,45,54,yes
2638,1999,20,44,46,yes
2639,2190,40,2095,2190,yes
2640,2191,16,38,18,yes
